date,pb95,pb98,on
2026-06-30,5257.0,5945.0,5451.0
2026-07-01,5327.0,6006.0,5495.0
2026-07-02,5382.0,6049.0,5505.0
2026-07-03,5353.0,6075.0,5508.0
2026-07-04,5422.0,6175.0,5513.0
2026-07-07,5409.0,6163.0,5556.0
2026-07-08,5423.0,6177.0,5571.0
2026-07-09,5526.0,6261.0,5694.0
2026-07-10,5500.0,6362.0,5768.0
2026-07-11,5484.0,6363.0,5825.0
2026-07-14,5500.0,6434.0,5912.0
2026-07-15,5641.0,6592.0,6067.0
2026-07-16,5737.0,6697.0,6211.0
2026-07-17,5782.0,6564.0,6254.0
2026-07-18,5818.0,6573.0,6295.0
2026-07-21,5819.0,6588.0,6387.0
2026-07-22,5830.0,6614.0,6428.0
2026-07-23,5797.0,6606.0,6488.0
2026-07-24,5803.0,6594.0,6565.0
2026-07-25,5804.0,6555.0,6612.0
2026-07-28,5781.0,6504.0,6628.0
2026-07-29,5767.0,6477.0,6619.0
2026-07-30,5794.0,6496.0,6656.0
2026-07-31,5788.0,6489.0,6669.0
2026-08-01,5738.0,6437.0,6696.0
2026-08-04,5667.0,6362.0,6615.0
2026-08-05,5425.0,6116.0,6413.0
2026-08-06,5300.0,5992.0,6200.0
2026-08-07,5274.0,5974.0,6208.0
2026-08-08,5329.0,6034.0,6232.0
2026-08-11,5390.0,6095.0,6298.0
2026-08-12,5483.0,6192.0,6380.0
2026-08-13,5568.0,6289.0,6453.0
2026-08-14,5632.0,6365.0,6526.0
2026-08-18,5681.0,6423.0,6620.0
2026-08-19,5708.0,6457.0,6663.0
2026-08-20,5739.0,6486.0,6697.0
2026-08-21,5751.0,6513.0,6727.0
2026-08-22,5796.0,6550.0,6748.0
2026-08-25,5796.0,6548.0,6686.0
2026-08-26,5785.0,6546.0,6617.0
2026-08-27,5787.0,6529.0,6520.0
2026-08-28,5845.0,6608.0,6470.0
2026-08-29,5910.0,6678.0,6519.0
2026-09-02,6030.0,6804.0,6633.0
2026-09-03,6232.0,7117.0,6915.0
2026-09-04,6358.0,7142.0,7072.0
2026-09-05,6316.0,7098.0,7033.0
2026-09-08,6262.0,7041.0,7047.0
2026-09-09,6195.0,6969.0,7032.0
2026-09-10,6113.0,6882.0,7052.0
2026-09-11,6078.0,6845.0,7167.0
2026-09-12,6123.0,6893.0,7278.0
2026-09-15,6395.0,7174.0,7388.0
2026-09-16,6473.0,7244.0,7489.0
2026-09-17,6372.0,7143.0,7563.0
2026-09-18,6366.0,7130.0,7505.0
2026-09-19,6344.0,7105.0,7522.0
2026-09-22,6283.0,7040.0,7440.0
2026-09-23,6237.0,6989.0,7347.0
2026-09-24,6268.0,7072.0,7342.0
