,ulsd
2026-07-20,4.11899995803833
2026-07-21,4.1265997886657715
2026-07-22,4.148799896240234
2026-07-23,4.341599941253662
2026-07-24,4.180600166320801
2026-07-27,4.111599922180176
2026-07-28,4.150899887084961
2026-07-29,4.370100021362305
2026-07-30,4.209400177001953
2026-07-31,4.121500015258789
2026-08-03,3.87719988822937
2026-08-04,3.7704999446868896
2026-08-05,3.7962000370025635
2026-08-06,3.881999969482422
2026-08-07,3.902400016784668
2026-08-10,4.189799785614014
2026-08-11,4.252500057220459
2026-08-12,4.303999900817871
2026-08-13,4.2505998611450195
2026-08-14,4.282899856567383
2026-08-17,4.437099933624268
2026-08-18,4.450099945068359
2026-08-19,4.452300071716309
2026-08-20,4.480299949645996
2026-08-21,4.494800090789795
2026-08-24,4.2677001953125
2026-08-25,4.243800163269043
2026-08-26,4.260000228881836
2026-08-27,4.27869987487793
2026-08-28,4.3566999435424805
2026-08-31,4.495299816131592
2026-09-01,4.677299976348877
2026-09-02,4.682199954986572
2026-09-03,4.593599796295166
2026-09-04,4.540200233459473
2026-09-08,4.567800045013428
2026-09-09,4.797500133514404
